ID,Cod_Tipo_Cart_Rel,UF,Esfera,Media_de_quantidade,Media_de_volume,Media_de_tarifas,Media_de_margem,Tarifa_media
504141055,406,GO,MUNICIPAL,111.00,0.00,138.00,0.00,1.24
800750147,405,SE,MUNICIPAL,657.67,16767.00,792.67,29.00,1.24
802656779,406,BA,MUNICIPAL,3786.00,1357542.00,4697.00,0.00,1.24
840842863,406,ES,MUNICIPAL,1111.00,44999.00,915.25,75.50,1.24
906071058,406,MA,MUNICIPAL,423.40,12106.60,452.40,0.00,1.24
103414641,407,PI,MUNICIPAL,3094.00,4444.50,2606.00,0.00,1.23
103614176,407,RN,MUNICIPAL,81.50,907.00,68.50,0.00,1.23
105187689,407,GO,MUNICIPAL,27.50,0.00,34.50,0.00,1.23
106445245,407,BA,MUNICIPAL,1826.25,8564.00,2725.75,0.00,1.23
106447354,406,BA,MUNICIPAL,926.67,12809.33,1085.00,0.00,1.23
203250565,406,SP,MUNICIPAL,16678.33,37086.33,18720.67,0.00,1.23
203337735,407,RS,MUNICIPAL,105.50,0.00,127.50,0.00,1.23
204832804,406,MG,MUNICIPAL,953.00,105.00,1195.50,0.00,1.23
204881204,407,PR,MUNICIPAL,944.33,12475.67,1159.00,0.00,1.23
205137769,407,PR,MUNICIPAL,380.50,24439.75,429.00,0.00,1.23
205800314,407,SC,MUNICIPAL,5435.50,73711.50,6861.00,0.00,1.23
402154349,406,RS,MUNICIPAL,1366.33,1688.67,1701.00,168.33,1.23
448743868,406,BA,MUNICIPAL,33.33,3044.00,37.67,10.33,1.23
500783838,407,RN,MUNICIPAL,159.40,2038.60,148.80,0.00,1.23
801011359,406,BA,MUNICIPAL,3876.25,13903.25,4142.50,0.00,1.23
900508210,407,SP,MUNICIPAL,92.60,51.60,105.80,4.20,1.23
607257,407,MS,MUNICIPAL,2405.00,1415.00,2704.67,0.00,1.22
101298133,406,RJ,MUNICIPAL,14973.50,230867.25,20727.50,0.00,1.22
103526058,407,RN,MUNICIPAL,564.33,2753.67,747.67,0.00,1.22
104161816,406,RN,MUNICIPAL,1610.80,39801.80,1841.40,0.00,1.22
104912883,406,BA,MUNICIPAL,1306.40,94360.20,1927.80,126.60,1.22
104961705,406,BA,MUNICIPAL,11412.75,56398.75,14448.50,772.50,1.22
105106361,406,BA,MUNICIPAL,1404.75,4630.00,1769.75,0.00,1.22
106054287,406,PE,MUNICIPAL,1577.50,456.25,1495.00,46.75,1.22
200105620,406,SP,MUNICIPAL,17505.00,22162.00,13570.00,0.00,1.22
200626668,407,SP,MUNICIPAL,1437.25,10429.75,1351.25,91.75,1.22
207987424,406,CE,MUNICIPAL,213.75,0.00,188.00,0.00,1.22
300492231,407,GO,MUNICIPAL,960.00,17355.33,1014.33,0.00,1.22
330602450,407,SC,MUNICIPAL,130.00,0.00,158.00,54.50,1.22
900444248,407,SP,MUNICIPAL,1952.80,5776.80,2006.80,0.00,1.22
906071269,405,PA,MUNICIPAL,1478.00,53770.50,1775.00,0.00,1.22
906071791,406,RS,MUNICIPAL,2758.00,467.00,3356.00,0.00,1.22
906072442,407,MG,MUNICIPAL,250.40,7265.80,296.00,0.00,1.22
103504462,406,CE,MUNICIPAL,3026.00,6030.50,4026.00,0.00,1.21
104449310,407,TO,MUNICIPAL,1520.00,14405.00,1835.00,0.00,1.21
104800178,407,CE,MUNICIPAL,333.50,4215.00,421.50,0.00,1.21
104819224,407,MG,MUNICIPAL,393.00,5405.00,275.33,0.00,1.21
104923556,407,BA,MUNICIPAL,965.00,170.33,1021.67,0.00,1.21
104964949,406,BA,MUNICIPAL,5581.50,28832.25,6798.25,905.75,1.21
105083845,406,PA,MUNICIPAL,1236.25,206850.25,1573.75,0.00,1.21
105554228,407,RN,MUNICIPAL,195.00,618.00,157.40,0.00,1.21
105555194,405,RR,MUNICIPAL,724.50,4560.00,890.00,0.00,1.21
105575917,405,GO,MUNICIPAL,167.50,1077.50,204.50,19.00,1.21
600501808,406,MG,MUNICIPAL,10170.50,77.50,14073.00,2690.50,1.21
602879815,407,MG,MUNICIPAL,47.33,6813.33,60.67,0.00,1.21
800824461,405,PI,MUNICIPAL,3231.75,8069.25,3385.00,0.00,1.21
903994388,406,RO,MUNICIPAL,13317.80,8767.60,17299.40,308.00,1.21
905693816,405,PI,MUNICIPAL,16143.50,0.00,17621.75,4020.00,1.21
906072646,406,SC,MUNICIPAL,2640.25,4590.75,2796.00,0.00,1.21
933975057,420,RR,ESTADUAL,30.00,8339.67,42.00,0.00,1.21
105157837,407,PB,MUNICIPAL,204.50,6982.50,158.00,0.00,1.20
105950123,407,TO,MUNICIPAL,605.20,2052.40,611.00,42.80,1.20
106384912,406,RJ,MUNICIPAL,8307.75,638.50,11692.75,0.00,1.20
204040614,407,SC,MUNICIPAL,453.50,70.50,561.50,0.00,1.20
204941508,407,SP,MUNICIPAL,5398.75,7386.00,6493.75,586.25,1.20
400093153,407,RS,MUNICIPAL,890.25,20842.25,1161.75,0.00,1.20
500952495,406,PE,MUNICIPAL,1128.00,6121.00,1357.00,0.00,1.20
603112901,407,MG,MUNICIPAL,343.60,281.80,455.80,0.00,1.20
700426083,407,SC,MUNICIPAL,2945.40,6207.40,2736.60,97.20,1.20
801068596,407,BA,MUNICIPAL,2046.00,1526.67,2815.67,417.33,1.20
900138402,407,MG,MUNICIPAL,1223.00,23107.00,1470.00,0.00,1.20
101494810,406,RJ,MUNICIPAL,9191.33,85874.33,9594.67,0.00,1.19
103884649,406,CE,MUNICIPAL,1639.67,466.67,1863.00,0.00,1.19
104099929,407,PI,MUNICIPAL,148.00,1653.25,172.50,0.00,1.19
104307272,405,AC,MUNICIPAL,58.00,1989.00,69.00,0.00,1.19
105040250,406,MG,MUNICIPAL,2655.00,22652.00,3150.00,0.00,1.19
105439738,406,RJ,MUNICIPAL,1111.75,8692.00,1331.50,57.75,1.19
105473462,407,GO,MUNICIPAL,168.33,82824.67,153.33,0.00,1.19
105549610,405,PA,MUNICIPAL,4300.00,78886.50,4429.00,420.00,1.19
105557223,407,PB,MUNICIPAL,345.50,3880.50,303.00,0.00,1.19
106445766,406,MA,MUNICIPAL,1371.50,33052.25,1410.50,376.75,1.19
106447149,406,MT,MUNICIPAL,396.00,4691.67,276.00,0.00,1.19
204604304,406,PR,MUNICIPAL,4432.20,17729.60,6038.00,659.20,1.19
204846369,407,RS,MUNICIPAL,134.33,644.00,139.00,0.00,1.19
300440569,407,GO,MUNICIPAL,2744.50,484674.00,3713.50,317.50,1.19
303900673,406,GO,MUNICIPAL,12756.25,113138.75,15944.75,0.00,1.19
331700514,406,BA,MUNICIPAL,500.67,67324.00,572.00,0.00,1.19
500520879,406,AL,MUNICIPAL,15673.00,4159.80,21032.20,215.20,1.19
600823912,406,MG,MUNICIPAL,36484.00,208580.00,43331.00,0.00,1.19
802970639,407,PI,MUNICIPAL,644.50,2678.00,861.50,0.00,1.19
803664931,407,BA,MUNICIPAL,269.00,1307.00,319.00,0.00,1.19
901129725,407,SP,MUNICIPAL,794.80,16135.40,1050.40,0.00,1.19
906071256,407,MT,MUNICIPAL,146.50,470.00,179.00,5.50,1.19
100801111,406,RJ,MUNICIPAL,2940.33,21.67,2676.33,0.00,1.18
103456141,407,CE,MUNICIPAL,1617.00,8422.60,1528.60,0.00,1.18
103747275,407,PI,MUNICIPAL,1071.00,15138.33,1435.67,0.00,1.18
104878366,407,MG,MUNICIPAL,1940.40,17297.40,1649.60,0.00,1.18
104920048,406,BA,MUNICIPAL,1289.00,15316.00,1522.00,0.00,1.18
105111853,407,MG,MUNICIPAL,42.50,422.50,21.00,0.00,1.18
300386631,407,GO,MUNICIPAL,231.00,0.00,273.00,0.00,1.18
500570474,407,AL,MUNICIPAL,377.00,0.00,448.50,176.00,1.18
508789491,406,BA,MUNICIPAL,173.20,4914.40,189.00,0.00,1.18
700293785,407,SC,MUNICIPAL,1183.25,9613.50,1013.50,32.50,1.18
906072642,406,SC,MUNICIPAL,10147.80,183.40,11189.00,0.00,1.18
930281912,406,PA,MUNICIPAL,4045.75,235306.50,5080.25,0.00,1.18
84584,407,PR,MUNICIPAL,1311.67,24947.67,1584.33,0.00,1.17
105187523,405,GO,MUNICIPAL,3782.00,0.00,4412.00,0.00,1.17
105973849,406,MT,MUNICIPAL,8906.25,184.75,8313.50,54.00,1.17
106447525,407,PA,MUNICIPAL,481.00,5122.33,385.33,7.00,1.17
512037791,407,SC,MUNICIPAL,14437.20,12388.80,17580.40,149.00,1.17
600308129,407,BA,MUNICIPAL,2155.67,244068.00,2164.67,0.00,1.17
602544186,406,MG,MUNICIPAL,6362.00,1207.00,7532.00,0.00,1.17
800439427,406,BA,MUNICIPAL,4641.00,1970.00,5437.50,962.50,1.17
800938588,406,BA,MUNICIPAL,212.20,11814.80,275.00,0.00,1.17
901404879,407,SP,MUNICIPAL,1224.40,802.60,1532.80,0.00,1.17
906071529,405,PI,MUNICIPAL,13675.00,7468.00,16743.00,0.00,1.17
260686,406,PR,MUNICIPAL,949.00,90064.50,976.00,0.00,1.16
104926772,403,RN,ESTADUAL,55.00,3059.00,64.00,0.00,1.16
104991961,406,PE,MUNICIPAL,607.67,0.00,740.00,156.33,1.16
105131353,407,GO,MUNICIPAL,100.00,0.00,116.00,0.00,1.16
105278083,406,BA,MUNICIPAL,1949.33,12075.67,2261.67,0.00,1.16
105676399,406,BA,MUNICIPAL,1309.50,7410.00,1381.00,0.00,1.16
105699869,405,MA,MUNICIPAL,139.00,14573.00,161.00,0.00,1.16
105928096,407,CE,MUNICIPAL,965.00,2548.25,1207.75,768.75,1.16
201126633,406,SP,MUNICIPAL,8702.00,0.00,10118.00,0.00,1.16
204633519,406,RS,MUNICIPAL,3648.25,33349.25,4001.00,0.00,1.16
211745117,403,BA,MUNICIPAL,18321.00,68042.00,18661.50,0.00,1.16
700269069,407,SC,MUNICIPAL,727.00,8886.25,765.00,0.00,1.16
906070708,405,AP,MUNICIPAL,9506.00,6300.33,11637.00,0.00,1.16
935791263,407,MT,MUNICIPAL,2132.00,973.00,2455.67,0.00,1.16
103374003,406,CE,MUNICIPAL,3477.00,111665.00,2815.00,97.60,1.15
103602059,406,CE,MUNICIPAL,3072.67,6983.67,3376.00,282.33,1.15
103784086,406,BA,MUNICIPAL,793.00,17607.75,1068.25,0.00,1.15
104002981,406,CE,MUNICIPAL,2908.60,4211.20,2724.60,41.20,1.15
104811273,406,MG,MUNICIPAL,1364.00,10347.50,1424.75,372.50,1.15
105168582,407,TO,MUNICIPAL,367.67,34669.00,485.67,0.00,1.15
105175921,406,GO,MUNICIPAL,492.00,30.00,498.50,0.00,1.15
106024677,407,BA,MUNICIPAL,601.25,30429.75,739.50,0.00,1.15
106341028,407,RN,MUNICIPAL,906.00,3200.00,907.20,0.00,1.15
203761928,407,SC,MUNICIPAL,1007.60,10566.40,840.40,0.00,1.15
300476903,407,TO,MUNICIPAL,1407.50,7037.00,1614.00,221.00,1.15
303107501,403,TO,ESTADUAL,10701.50,18220.50,10593.00,0.00,1.15
400854860,403,RS,MUNICIPAL,18110.75,852269.00,22980.75,0.00,1.15
500481334,407,PE,MUNICIPAL,1179.00,4705.00,1315.00,0.00,1.15
800158021,406,BA,MUNICIPAL,8774.75,36610.25,10281.25,1122.25,1.15
803175420,406,BA,MUNICIPAL,696.00,15014.00,657.00,0.00,1.15
803408546,407,BA,MUNICIPAL,170.60,2325.20,187.40,12.00,1.15
843085005,407,GO,MUNICIPAL,190.67,7000.00,224.00,0.00,1.15
906070973,406,GO,MUNICIPAL,1115.50,13539.75,1588.25,0.00,1.15
207545,406,PR,MUNICIPAL,7549.67,113161.33,7324.00,555.33,1.14
100783629,406,RJ,MUNICIPAL,1646.00,24666.00,1881.00,0.00,1.14
103968832,407,RN,MUNICIPAL,144.25,2750.50,131.50,0.00,1.14
104474938,407,TO,MUNICIPAL,1547.75,10942.25,1442.25,0.00,1.14
104513978,406,AL,MUNICIPAL,59.50,3696.25,73.50,0.00,1.14
104566300,406,AL,MUNICIPAL,1714.25,8814.50,1588.75,215.00,1.14
104951680,406,BA,MUNICIPAL,1896.67,13244.67,1973.67,388.67,1.14
105041046,407,MG,MUNICIPAL,325.00,225.25,321.25,59.25,1.14
105359523,406,BA,MUNICIPAL,5324.50,35581.00,6181.50,0.00,1.14
105554657,407,MG,MUNICIPAL,131.67,5219.00,115.00,0.00,1.14
203072753,407,RS,MUNICIPAL,672.50,14818.50,867.50,0.00,1.14
203250558,407,RS,MUNICIPAL,1911.25,9632.25,2026.00,0.00,1.14
204823732,407,SP,MUNICIPAL,1139.67,45612.33,1466.33,103.33,1.14
300284600,406,MT,MUNICIPAL,3063.33,164674.67,2660.33,0.00,1.14
511700657,407,SP,MUNICIPAL,403.67,0.00,405.00,0.00,1.14
600160006,407,MG,MUNICIPAL,2422.60,394.20,1546.60,0.00,1.14
906070868,407,CE,MUNICIPAL,1950.20,193.60,2171.40,0.00,1.14
906070955,407,ES,MUNICIPAL,2141.50,19.75,2637.25,0.00,1.14
101128922,406,ES,MUNICIPAL,1358.50,148039.50,1355.50,0.00,1.13
101159966,407,ES,MUNICIPAL,328.40,2946.20,405.60,0.00,1.13
101419707,407,MG,MUNICIPAL,2314.67,2171.00,2138.00,0.00,1.13
104064371,405,PI,MUNICIPAL,46.00,34200.00,52.00,0.00,1.13
104878268,406,PE,MUNICIPAL,1223.00,1817.50,1061.50,0.00,1.13
105041343,407,BA,MUNICIPAL,128.75,11454.00,135.25,11.75,1.13
105068133,406,BA,MUNICIPAL,1085.50,31834.75,1048.00,0.00,1.13
105933859,407,GO,MUNICIPAL,195.80,126.00,206.80,0.00,1.13
205077953,407,SP,MUNICIPAL,4031.00,6922.67,4194.33,140.00,1.13
303524925,403,AM,MUNICIPAL,20017.00,0.00,22596.00,0.00,1.13
416394337,407,CE,MUNICIPAL,325.60,750.00,334.40,0.00,1.13
500142731,406,CE,MUNICIPAL,9976.00,11431.80,15672.40,641.40,1.13
500384818,405,PB,MUNICIPAL,944.20,38403.40,993.20,68.20,1.13
509060296,405,PI,MUNICIPAL,252.75,0.00,316.25,296.00,1.13
515922555,406,SP,MUNICIPAL,6383.00,0.00,7209.00,433.00,1.13
801033712,407,BA,MUNICIPAL,360.00,2300.00,419.00,0.00,1.13
906071150,406,MG,MUNICIPAL,5490.00,44200.00,7153.00,0.00,1.13
936565581,407,MT,MUNICIPAL,2519.00,523.00,2487.20,197.80,1.13
103692012,405,RN,MUNICIPAL,352.20,5475.80,373.40,0.00,1.12
104067293,406,PE,MUNICIPAL,1140.00,10470.33,1431.67,0.00,1.12
104456164,407,PI,MUNICIPAL,526.50,1785.00,145.00,0.00,1.12
104774353,407,AL,MUNICIPAL,15.50,361.50,14.50,0.00,1.12
105080850,406,PE,MUNICIPAL,2375.00,1609.00,2473.00,0.00,1.12
105552035,407,PB,MUNICIPAL,27.00,10005.00,7.00,0.00,1.12
204740016,406,SC,MUNICIPAL,17875.00,0.00,20092.00,0.00,1.12
208883769,406,PR,MUNICIPAL,709.00,945.50,495.00,0.00,1.12
400810834,406,RS,MUNICIPAL,3736.00,17801.00,4193.00,0.00,1.12
424616019,407,RS,MUNICIPAL,742.25,3208.50,1178.00,0.00,1.12
500419485,407,PB,MUNICIPAL,1097.00,8597.75,1262.00,0.00,1.12
517462086,406,BA,MUNICIPAL,82.00,6789.00,92.00,0.00,1.12
923919003,405,AL,MUNICIPAL,737.00,0.00,829.00,0.00,1.12
521396,407,MS,MUNICIPAL,2600.33,252040.33,3208.67,0.00,1.11
101160058,406,ES,MUNICIPAL,2507.25,599.75,1826.00,0.00,1.11
101338520,406,RJ,MUNICIPAL,11989.75,276635.25,12060.25,0.00,1.11
103389198,406,RJ,MUNICIPAL,580.40,6414.20,386.40,0.00,1.11
103730637,406,CE,MUNICIPAL,743.60,23251.00,912.00,64.40,1.11
104129037,407,TO,MUNICIPAL,555.00,1435.00,615.00,0.00,1.11
105102223,406,GO,MUNICIPAL,1417.25,216609.25,1327.25,0.00,1.11
200523185,407,MG,MUNICIPAL,164.33,26392.67,100.00,0.00,1.11
204748714,406,SP,MUNICIPAL,13251.00,280554.00,17701.00,0.00,1.11
204889594,406,RS,MUNICIPAL,3754.00,720.50,3728.50,0.00,1.11
300427956,406,GO,MUNICIPAL,327.67,639.67,176.33,62.67,1.11
416533473,406,BA,MUNICIPAL,2078.75,18170.00,2442.25,0.00,1.11
502812333,406,RN,MUNICIPAL,1936.00,5999.00,2140.00,0.00,1.11
506997924,405,AL,MUNICIPAL,11641.25,16334.75,11920.50,661.25,1.11
602078272,407,MG,MUNICIPAL,1426.67,9883.67,1841.33,0.00,1.11
702091713,406,PR,MUNICIPAL,2108.00,26787.00,1632.00,0.00,1.11
801111552,406,BA,MUNICIPAL,1254.75,6961.75,1731.00,143.75,1.11
518995,407,MS,MUNICIPAL,3714.00,113959.67,3777.33,0.00,1.10
103867683,405,PI,MUNICIPAL,658.75,3983.75,484.25,0.00,1.10
104520188,406,BA,MUNICIPAL,836.00,3566.50,998.00,0.00,1.10
105141341,406,PA,MUNICIPAL,1660.00,11539.25,1854.50,158.00,1.10
105652322,407,BA,MUNICIPAL,294.50,62189.50,276.00,0.00,1.10
203550600,406,RS,MUNICIPAL,1664.00,97025.00,1587.67,0.00,1.10
204844733,407,SP,MUNICIPAL,1887.00,3305.25,2082.00,0.00,1.10
205136721,407,RS,MUNICIPAL,510.60,12370.20,543.80,4.40,1.10
500595932,407,AL,MUNICIPAL,511.33,16129.00,549.00,0.00,1.10
900295794,406,MS,MUNICIPAL,4519.67,94533.33,3087.67,778.67,1.10
904201351,406,SC,MUNICIPAL,14258.20,1712.60,17370.60,282.40,1.10
906071067,406,MA,MUNICIPAL,7740.67,9719.33,8948.00,0.00,1.10
906071087,406,MG,MUNICIPAL,20719.00,280216.00,22887.00,3139.00,1.10
101141541,406,ES,MUNICIPAL,3267.67,6588.00,2163.67,0.00,1.09
105081148,407,GO,MUNICIPAL,1802.00,82099.50,2259.00,864.00,1.09
105130422,406,PE,MUNICIPAL,2455.00,4869.50,2105.00,352.75,1.09
105681150,406,BA,MUNICIPAL,1754.67,62482.33,1599.33,0.00,1.09
200112482,407,SP,MUNICIPAL,884.00,0.00,963.00,0.00,1.09
200250241,406,SP,MUNICIPAL,2944.50,7197.00,2170.00,0.00,1.09
200364817,406,SP,MUNICIPAL,14542.50,47301.50,14024.50,0.00,1.09
200552484,407,SP,MUNICIPAL,155.00,560.00,168.00,70.00,1.09
203147062,406,RS,MUNICIPAL,1636.00,1000.00,1783.00,0.00,1.09
211546214,407,PI,MUNICIPAL,339.67,5592.67,333.67,0.00,1.09
300396413,405,GO,MUNICIPAL,6321.50,163311.25,7414.25,0.00,1.09
303707258,407,GO,MUNICIPAL,275.00,3584.00,299.00,0.00,1.09
600296597,407,MG,MUNICIPAL,199.50,6780.50,84.00,0.00,1.09
600329074,406,MG,MUNICIPAL,1993.00,100.00,2171.00,0.00,1.09
803108110,406,MA,MUNICIPAL,6664.67,821.67,2983.33,16.33,1.09
906071154,406,MG,MUNICIPAL,7066.75,17287.00,4188.75,0.00,1.09
250022,406,PR,MUNICIPAL,488.50,0.00,515.00,0.00,1.08
1470833,407,PR,MUNICIPAL,85.00,0.00,92.00,0.00,1.08
104567520,406,RN,MUNICIPAL,6041.00,7656.25,6200.25,0.00,1.08
104976367,407,GO,MUNICIPAL,998.00,0.00,1075.00,0.00,1.08
105004215,406,BA,MUNICIPAL,3025.00,32524.00,3230.00,0.00,1.08
105069611,407,MG,MUNICIPAL,58.50,0.00,53.25,3.25,1.08
105377014,407,BA,MUNICIPAL,1768.50,4608.50,2328.00,216.25,1.08
105505003,407,MG,MUNICIPAL,48.00,4263.50,34.00,6.50,1.08
105544369,407,MG,MUNICIPAL,77.33,5559.00,86.33,0.00,1.08
302900662,406,MT,MUNICIPAL,3174.00,2.00,3429.00,0.00,1.08
411912922,405,CE,MUNICIPAL,4750.00,81633.67,5313.00,0.00,1.08
500366991,407,PR,MUNICIPAL,1907.67,15477.33,1901.33,0.00,1.08
803614023,407,BA,MUNICIPAL,213.00,242.00,230.00,0.00,1.08
906070737,406,BA,MUNICIPAL,1250.33,14235.67,1285.33,0.00,1.08
103319897,407,MG,MUNICIPAL,1021.33,8642.33,1078.33,0.00,1.07
103398703,406,MA,MUNICIPAL,671.00,55904.00,570.50,0.00,1.07
103425515,406,CE,MUNICIPAL,4058.67,24162.67,5633.67,0.00,1.07
103768245,406,BA,MUNICIPAL,556.40,14563.60,447.60,0.00,1.07
103779069,406,RN,MUNICIPAL,616.00,2488.00,625.50,0.00,1.07
103965407,407,CE,MUNICIPAL,861.40,3382.00,606.60,37.00,1.07
104800403,406,MT,MUNICIPAL,2920.00,9681.60,3187.20,209.40,1.07
104918766,407,MG,MUNICIPAL,368.67,525.67,385.00,0.00,1.07
104963675,406,PE,MUNICIPAL,1241.33,5824.67,1456.67,0.00,1.07
105033338,407,PE,MUNICIPAL,1041.00,4255.60,1095.80,0.00,1.07
105115711,407,GO,MUNICIPAL,1667.00,41535.50,1803.25,216.25,1.07
105252762,407,GO,MUNICIPAL,471.00,11976.75,471.75,51.00,1.07
105557109,407,MG,MUNICIPAL,114.33,111.33,121.33,0.00,1.07
105940371,406,RN,MUNICIPAL,1882.00,11927.67,2042.33,211.67,1.07
300761621,405,PA,MUNICIPAL,18581.00,2502.33,20660.00,0.00,1.07
302702884,407,RO,MUNICIPAL,3929.00,8604.40,4042.80,0.00,1.07
903207654,406,MG,MUNICIPAL,2901.00,19229.00,3113.00,0.00,1.07
906071899,406,SC,MUNICIPAL,1305.50,11563.75,1970.00,0.00,1.07
906071943,406,SP,MUNICIPAL,25772.00,0.00,27626.00,0.00,1.07
917416606,405,MT,MUNICIPAL,12803.20,22257.00,14454.40,1367.60,1.07
100841450,407,MG,MUNICIPAL,1463.00,14396.00,1527.00,0.00,1.06
102714236,406,MG,MUNICIPAL,2862.00,2779.00,3035.00,0.00,1.06
103420409,406,MA,MUNICIPAL,968.00,34644.75,1099.75,127.75,1.06
104231230,407,MG,MUNICIPAL,3919.00,4397.00,3891.50,0.00,1.06
104564022,407,TO,MUNICIPAL,476.33,20749.00,459.00,0.00,1.06
104763250,406,MT,MUNICIPAL,9735.67,2141.67,9729.67,1316.33,1.06
104836156,407,MG,MUNICIPAL,964.00,1884.00,758.00,0.00,1.06
104981253,406,BA,MUNICIPAL,18103.75,473768.25,19197.00,0.00,1.06
105470701,406,RJ,MUNICIPAL,12246.00,15599.50,13072.50,0.00,1.06
105553604,407,MG,MUNICIPAL,88.00,2268.00,93.00,0.00,1.06
105554809,407,MG,MUNICIPAL,53.00,3120.00,56.00,0.00,1.06
302875783,407,MG,MUNICIPAL,1121.25,36715.50,954.75,70.75,1.06
500759478,405,RN,MUNICIPAL,989.40,1682.00,972.20,0.00,1.06
502950394,405,PB,MUNICIPAL,16763.50,259981.50,12813.50,0.00,1.06
700241799,407,SC,MUNICIPAL,1781.25,39878.00,2339.25,0.00,1.06
930402979,406,ES,MUNICIPAL,11428.25,420924.25,12075.00,0.00,1.06
344641,407,PR,MUNICIPAL,285.40,12610.40,253.40,6.80,1.05
401265,407,PR,MUNICIPAL,885.50,3015.50,597.00,0.00,1.05
464516,407,PR,MUNICIPAL,173.50,0.00,46.50,0.00,1.05
103475877,407,RN,MUNICIPAL,1917.00,19200.25,2284.75,0.00,1.05
104546362,405,PB,MUNICIPAL,6575.50,7874.50,7665.50,0.00,1.05
104970559,407,BA,MUNICIPAL,1046.00,11793.67,700.00,0.00,1.05
105568853,407,PI,MUNICIPAL,133.00,6826.40,92.00,5.00,1.05
105660837,406,PE,MUNICIPAL,1591.00,6852.25,1795.25,0.00,1.05
105695271,406,MA,MUNICIPAL,750.40,17047.60,629.80,60.80,1.05
105715271,406,MG,MUNICIPAL,10639.00,87549.00,10364.00,0.00,1.05
105999520,407,TO,MUNICIPAL,344.67,6146.33,267.33,158.00,1.05
201387354,406,SP,MUNICIPAL,7694.20,4147.60,7087.40,859.80,1.05
303073192,407,GO,MUNICIPAL,1407.67,81399.33,1380.33,0.00,1.05
416533457,406,AL,MUNICIPAL,815.00,17911.60,892.80,96.60,1.05
423550396,407,TO,MUNICIPAL,1399.00,44473.00,1521.50,125.00,1.05
423552522,407,GO,MUNICIPAL,1544.25,4180.25,1664.00,92.50,1.05
500169358,405,CE,MUNICIPAL,1231.00,3902.60,1165.40,0.00,1.05
500459606,407,PB,MUNICIPAL,609.20,4419.20,728.20,0.00,1.05
501406265,406,PE,MUNICIPAL,279.00,1607.00,298.67,0.00,1.05
600874493,407,MG,MUNICIPAL,1487.67,10256.33,858.00,354.00,1.05
600984073,407,MG,MUNICIPAL,147.50,350.50,147.00,0.00,1.05
900310480,406,SP,MUNICIPAL,66.00,10676.00,69.00,0.00,1.05
906070678,407,AL,MUNICIPAL,618.00,9215.33,672.33,0.00,1.05
906070702,405,AP,MUNICIPAL,27834.50,228594.00,27673.00,0.00,1.05
104466331,405,TO,MUNICIPAL,5416.00,453693.00,5628.00,0.00,1.04
104887676,406,PE,MUNICIPAL,3441.00,799.33,2580.33,0.00,1.04
105541366,407,MG,MUNICIPAL,28.00,0.00,29.00,0.00,1.04
105719835,406,BA,MUNICIPAL,2736.50,3271.00,2840.00,0.00,1.04
200523181,406,MG,MUNICIPAL,17925.00,20439.33,15012.33,0.00,1.04
203487998,407,RS,MUNICIPAL,167.67,10269.00,146.67,0.00,1.04
203639888,406,SC,MUNICIPAL,1500.40,4120.80,1457.20,0.00,1.04
205131940,407,RS,MUNICIPAL,467.50,30640.00,448.50,0.00,1.04
300284777,406,MT,MUNICIPAL,6285.00,113217.00,6390.00,0.00,1.04
302877773,407,GO,MUNICIPAL,577.00,54048.75,566.00,60.00,1.04
500727552,407,RN,MUNICIPAL,2155.00,11115.33,2663.33,0.00,1.04
800687068,405,SE,MUNICIPAL,5969.00,696.00,5725.60,0.00,1.04
801035943,407,BA,MUNICIPAL,251.00,0.00,261.00,0.00,1.04
906070712,406,BA,MUNICIPAL,26928.00,1.00,27958.00,34986.00,1.04
906071350,407,PB,MUNICIPAL,186.50,7394.00,202.00,0.00,1.04
914266806,406,BA,MUNICIPAL,1181.00,500.00,949.00,0.00,1.04
526190,407,MS,MUNICIPAL,1460.33,209638.33,1431.33,205.00,1.03
101044159,406,RJ,MUNICIPAL,1300.00,2297.33,565.67,0.00,1.03
103382851,406,CE,MUNICIPAL,6237.50,18118.75,6744.25,173.25,1.03
104477751,406,BA,MUNICIPAL,771.00,6130.50,566.50,0.00,1.03
104486842,406,BA,MUNICIPAL,10403.00,74123.50,11772.75,0.00,1.03
104992931,407,MG,MUNICIPAL,1121.00,133.80,980.00,113.80,1.03
105009721,407,MG,MUNICIPAL,200.50,0.00,163.00,14.25,1.03
200452748,406,MG,MUNICIPAL,997.00,5078.00,663.00,0.00,1.03
303471977,406,MT,MUNICIPAL,3296.50,64471.00,1501.75,0.00,1.03
402247216,406,RS,MUNICIPAL,148.00,0.00,153.00,0.00,1.03
416533534,407,PB,MUNICIPAL,233.00,8165.00,241.00,0.00,1.03
901554355,407,SP,MUNICIPAL,1077.33,296.67,1102.33,0.00,1.03
906071704,407,RN,MUNICIPAL,97.25,1493.75,62.50,0.00,1.03
103185303,406,RJ,MUNICIPAL,21715.67,1714.67,22678.33,0.00,1.02
103422420,406,CE,MUNICIPAL,1033.75,1471.25,1263.00,129.50,1.02
104865669,406,MG,MUNICIPAL,22511.00,35003.00,20469.50,0.00,1.02
105019665,407,MG,MUNICIPAL,1094.00,1611.00,1114.00,0.00,1.02
105175390,406,GO,MUNICIPAL,1355.33,52207.67,1527.33,0.00,1.02
105408647,407,BA,MUNICIPAL,599.00,420.00,611.00,0.00,1.02
